id,device,timestamp,diffFrameSecs,numFrameSamples,timestamp,x_absoluteCentralMoment,x_maxDeviation,x_mean,x_psdAcrossFrequencyBands,x_standardDeviation,y_absoluteCentralMoment,y_maxDeviation,y_mean,y_psdAcrossFrequencyBands,y_standardDeviation,z_absoluteCentralMoment,z_maxDeviation,z_mean,z_psdAcrossFrequencyBands,z_standardDeviation
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,8.411145429565932,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,0.19925299983102007,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,8.411145429565932,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,20.699786188405785,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,8.411145429565932,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,8.870056742916091,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,8.411145429565932,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,28.463538852115505,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,4.712197851265561,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,0.19925299983102007,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,4.712197851265561,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,20.699786188405785,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,4.712197851265561,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,8.870056742916091,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,4.712197851265561,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,28.463538852115505,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,19.619073668858288,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,0.19925299983102007,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,19.619073668858288,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,20.699786188405785,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,19.619073668858288,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,8.870056742916091,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,19.619073668858288,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,28.463538852115505,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,45.654214295007044,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,0.19925299983102007,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,45.654214295007044,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,20.699786188405785,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,45.654214295007044,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,8.870056742916091,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,45.654214295007044,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,28.463538852115505,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,0.19925299983102007,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,20.699786188405785,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,8.870056742916091,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,9.834462823545412,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,28.463538852115505,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,4.712197851265561,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,0.19925299983102007,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,4.712197851265561,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,20.699786188405785,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,4.712197851265561,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,8.870056742916091,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,4.712197851265561,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,28.463538852115505,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,19.619073668858288,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,0.19925299983102007,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,19.619073668858288,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,20.699786188405785,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,19.619073668858288,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,8.870056742916091,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,19.619073668858288,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,28.463538852115505,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,45.654214295007044,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,0.19925299983102007,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,45.654214295007044,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,20.699786188405785,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,45.654214295007044,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,8.870056742916091,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,45.654214295007044,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,28.463538852115505,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,0.19925299983102007,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,20.699786188405785,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,8.870056742916091,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,5.509998384562588,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,28.463538852115505,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,4.712197851265561,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,0.19925299983102007,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,4.712197851265561,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,20.699786188405785,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,4.712197851265561,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,8.870056742916091,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,4.712197851265561,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,28.463538852115505,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,19.619073668858288,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,0.19925299983102007,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,19.619073668858288,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,20.699786188405785,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,19.619073668858288,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,8.870056742916091,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,19.619073668858288,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,28.463538852115505,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,45.654214295007044,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,0.19925299983102007,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,45.654214295007044,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,20.699786188405785,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,45.654214295007044,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,8.870056742916091,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,45.654214295007044,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,28.463538852115505,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,0.19925299983102007,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,20.699786188405785,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,8.870056742916091,0.6179196579475286
6bfffae7-c258-4007-b188-4fb8e6f5c4a6-88,6b4eb937-f797-4327-89b6-bab34b8f750c,1383187302.901086,1.018476,76,1383187302.901086,0.44132897001108023,1.9939920908947368,-0.1129055091052631,36.66083780249906,0.574604874438369,0.2764274831024929,0.7762253473684222,2.671425052631578,14.085117589983383,0.3454570205367112,0.4632017789473684,2.4894654999999988,9.154923199999999,28.463538852115505,0.6179196579475286
